CensusYear,Sex,Single Year of Age,Administrative Counties,VALUE
2022,Female,19,Tipperary County Council,846
2022,Female,19,Waterford City & County Council,767
2022,Female,19,Galway City Council,1006
2022,Female,19,Galway County Council,1039
2022,Female,19,Leitrim County Council,167
2022,Female,19,Mayo  County Council,684
2022,Female,19,Roscommon County Council,355
2022,Female,19,Sligo County Council,503
2022,Female,19,Cavan County Council,436
2022,Female,19,Donegal County Council,883
2022,Female,19,Monaghan County Council,322
2022,Female,20,Carlow County Council,366
2022,Female,20,Dublin City Council,4326
2022,Female,20,Dún Laoghaire Rathdown County Council,1742
2022,Female,20,Fingal County Council,2073
2022,Female,20,South Dublin County Council,1796
2022,Female,20,Kildare County Council,1589
2022,Female,20,Kilkenny County Council,529
2022,Female,20,Laois County Council,510
2022,Female,20,Longford County Council,246
2022,Female,20,Louth County Council,880
2022,Female,20,Meath County Council,1276
2022,Female,20,Offaly County Council,487
2022,Female,20,Westmeath County Council,543
2022,Female,20,Wexford County Council,832
2022,Female,20,Wicklow County Council,808
2022,Female,20,Clare County Council,739
2022,Female,20,Cork City Council,1889
2022,Female,20,Cork County Council,1783
2022,Female,20,Kerry County Council,823
2022,Female,20,Limerick City & County Council,1504
2022,Female,20,Tipperary County Council,853
2022,Female,20,Waterford City & County Council,770
2022,Female,20,Galway City Council,1142
2022,Female,20,Galway County Council,974
2022,Female,20,Leitrim County Council,159
2022,Female,20,Mayo  County Council,658
2022,Female,20,Roscommon County Council,321
2022,Female,20,Sligo County Council,450
2022,Female,20,Cavan County Council,388
2022,Female,20,Donegal County Council,864
2022,Female,20,Monaghan County Council,304
2022,Female,21,Carlow County Council,381
2022,Female,21,Dublin City Council,4237
2022,Female,21,Dún Laoghaire Rathdown County Council,1605
2022,Female,21,Fingal County Council,1833
2022,Female,21,South Dublin County Council,1783
2022,Female,21,Kildare County Council,1463
2022,Female,21,Kilkenny County Council,471
2022,Female,21,Laois County Council,491
2022,Female,21,Longford County Council,233
2022,Female,21,Louth County Council,814
2022,Female,21,Meath County Council,1216
2022,Female,21,Offaly County Council,416
2022,Female,21,Westmeath County Council,525
2022,Female,21,Wexford County Council,781
2022,Female,21,Wicklow County Council,744
2022,Female,21,Clare County Council,697
2022,Female,21,Cork City Council,1851
2022,Female,21,Cork County Council,1700
2022,Female,21,Kerry County Council,762
2022,Female,21,Limerick City & County Council,1314
2022,Female,21,Tipperary County Council,816
2022,Female,21,Waterford City & County Council,709
2022,Female,21,Galway City Council,1161
2022,Female,21,Galway County Council,840
2022,Female,21,Leitrim County Council,131
2022,Female,21,Mayo  County Council,634
2022,Female,21,Roscommon County Council,345
2022,Female,21,Sligo County Council,409
2022,Female,21,Cavan County Council,390
2022,Female,21,Donegal County Council,821
2022,Female,21,Monaghan County Council,317
2022,Female,22,Carlow County Council,361
2022,Female,22,Dublin City Council,4719
2022,Female,22,Dún Laoghaire Rathdown County Council,1635
2022,Female,22,Fingal County Council,1844
2022,Female,22,South Dublin County Council,1851
2022,Female,22,Kildare County Council,1380
2022,Female,22,Kilkenny County Council,438
2022,Female,22,Laois County Council,477
2022,Female,22,Longford County Council,257
2022,Female,22,Louth County Council,866
2022,Female,22,Meath County Council,1116
2022,Female,22,Offaly County Council,413
2022,Female,22,Westmeath County Council,568
2022,Female,22,Wexford County Council,888
2022,Female,22,Wicklow County Council,789
2022,Female,22,Clare County Council,728
2022,Female,22,Cork City Council,1835
2022,Female,22,Cork County Council,1720
2022,Female,22,Kerry County Council,766
2022,Female,22,Limerick City & County Council,1473
2022,Female,22,Tipperary County Council,873
2022,Female,22,Waterford City & County Council,720
2022,Female,22,Galway City Council,1069
2022,Female,22,Galway County Council,848
2022,Female,22,Leitrim County Council,152
2022,Female,22,Mayo  County Council,670
2022,Female,22,Roscommon County Council,318
2022,Female,22,Sligo County Council,404
2022,Female,22,Cavan County Council,414
2022,Female,22,Donegal County Council,861
2022,Female,22,Monaghan County Council,315
2022,Female,23,Carlow County Council,344
2022,Female,23,Dublin City Council,5142
2022,Female,23,Dún Laoghaire Rathdown County Council,1681
2022,Female,23,Fingal County Council,1807
2022,Female,23,South Dublin County Council,1884
2022,Female,23,Kildare County Council,1391
2022,Female,23,Kilkenny County Council,471
2022,Female,23,Laois County Council,458
2022,Female,23,Longford County Council,232
2022,Female,23,Louth County Council,767
2022,Female,23,Meath County Council,1063
2022,Female,23,Offaly County Council,441
2022,Female,23,Westmeath County Council,468
2022,Female,23,Wexford County Council,868
2022,Female,23,Wicklow County Council,724
2022,Female,23,Clare County Council,649
2022,Female,23,Cork City Council,1779
2022,Female,23,Cork County Council,1603
2022,Female,23,Kerry County Council,763
2022,Female,23,Limerick City & County Council,1246
2022,Female,23,Tipperary County Council,830
2022,Female,23,Waterford City & County Council,722
2022,Female,23,Galway City Council,927
2022,Female,23,Galway County Council,819
2022,Female,23,Leitrim County Council,152
2022,Female,23,Mayo  County Council,623
2022,Female,23,Roscommon County Council,307
2022,Female,23,Sligo County Council,387
2022,Female,23,Cavan County Council,439
2022,Female,23,Donegal County Council,762
2022,Female,23,Monaghan County Council,302
2022,Female,24,Carlow County Council,329
2022,Female,24,Dublin City Council,5455
2022,Female,24,Dún Laoghaire Rathdown County Council,1661
2022,Female,24,Fingal County Council,1774
2022,Female,24,South Dublin County Council,1795
2022,Female,24,Kildare County Council,1335
2022,Female,24,Kilkenny County Council,510
2022,Female,24,Laois County Council,434
2022,Female,24,Longford County Council,207
2022,Female,24,Louth County Council,732
2022,Female,24,Meath County Council,1083
2022,Female,24,Offaly County Council,450
2022,Female,24,Westmeath County Council,510
2022,Female,24,Wexford County Council,758
2022,Female,24,Wicklow County Council,683
2022,Female,24,Clare County Council,606
2022,Female,24,Cork City Council,1730
2022,Female,24,Cork County Council,1559
2022,Female,24,Kerry County Council,732
2022,Female,24,Limerick City & County Council,1190
2022,Female,24,Tipperary County Council,867
2022,Female,24,Waterford City & County Council,638
2022,Female,24,Galway City Council,872
2022,Female,24,Galway County Council,752
2022,Female,24,Leitrim County Council,125
2022,Female,24,Mayo  County Council,515
2022,Female,24,Roscommon County Council,276
2022,Female,24,Sligo County Council,364
2022,Female,24,Cavan County Council,398
2022,Female,24,Donegal County Council,736
2022,Female,24,Monaghan County Council,288
2022,Female,25,Carlow County Council,295
2022,Female,25,Dublin City Council,5667
2022,Female,25,Dún Laoghaire Rathdown County Council,1578
2022,Female,25,Fingal County Council,1796
2022,Female,25,South Dublin County Council,1873
2022,Female,25,Kildare County Council,1307
2022,Female,25,Kilkenny County Council,463
2022,Female,25,Laois County Council,414
2022,Female,25,Longford County Council,231
2022,Female,25,Louth County Council,665
2022,Female,25,Meath County Council,969
2022,Female,25,Offaly County Council,430
2022,Female,25,Westmeath County Council,524
2022,Female,25,Wexford County Council,744
2022,Female,25,Wicklow County Council,658
2022,Female,25,Clare County Council,631
2022,Female,25,Cork City Council,1733
2022,Female,25,Cork County Council,1502
2022,Female,25,Kerry County Council,725
2022,Female,25,Limerick City & County Council,1280
2022,Female,25,Tipperary County Council,778
2022,Female,25,Waterford City & County Council,613
2022,Female,25,Galway City Council,863
2022,Female,25,Galway County Council,818
2022,Female,25,Leitrim County Council,144
2022,Female,25,Mayo  County Council,538
2022,Female,25,Roscommon County Council,300
2022,Female,25,Sligo County Council,351
2022,Female,25,Cavan County Council,403
2022,Female,25,Donegal County Council,719
2022,Female,25,Monaghan County Council,282
2022,Female,26,Carlow County Council,333
2022,Female,26,Dublin City Council,5932
2022,Female,26,Dún Laoghaire Rathdown County Council,1528
2022,Female,26,Fingal County Council,1740
2022,Female,26,South Dublin County Council,1681
2022,Female,26,Kildare County Council,1208
2022,Female,26,Kilkenny County Council,494
2022,Female,26,Laois County Council,433
2022,Female,26,Longford County Council,237
2022,Female,26,Louth County Council,663
2022,Female,26,Meath County Council,999
2022,Female,26,Offaly County Council,381
2022,Female,26,Westmeath County Council,511
2022,Female,26,Wexford County Council,777
2022,Female,26,Wicklow County Council,713
2022,Female,26,Clare County Council,593
2022,Female,26,Cork City Council,1633
2022,Female,26,Cork County Council,1562
2022,Female,26,Kerry County Council,657
2022,Female,26,Limerick City & County Council,1293
2022,Female,26,Tipperary County Council,762
2022,Female,26,Waterford City & County Council,623
2022,Female,26,Galway City Council,751
2022,Female,26,Galway County Council,707
2022,Female,26,Leitrim County Council,126
2022,Female,26,Mayo  County Council,549
2022,Female,26,Roscommon County Council,264
2022,Female,26,Sligo County Council,313
2022,Female,26,Cavan County Council,375
2022,Female,26,Donegal County Council,735
2022,Female,26,Monaghan County Council,291
2022,Female,27,Carlow County Council,309
2022,Female,27,Dublin City Council,5976
2022,Female,27,Dún Laoghaire Rathdown County Council,1518
2022,Female,27,Fingal County Council,1832
2022,Female,27,South Dublin County Council,1793
2022,Female,27,Kildare County Council,1291
2022,Female,27,Kilkenny County Council,502
2022,Female,27,Laois County Council,415
2022,Female,27,Longford County Council,232
2022,Female,27,Louth County Council,765
2022,Female,27,Meath County Council,1045
2022,Female,27,Offaly County Council,405
2022,Female,27,Westmeath County Council,524
2022,Female,27,Wexford County Council,839
2022,Female,27,Wicklow County Council,718
2022,Female,27,Clare County Council,587
2022,Female,27,Cork City Council,1759
2022,Female,27,Cork County Council,1519
2022,Female,27,Kerry County Council,698
2022,Female,27,Limerick City & County Council,1238
2022,Female,27,Tipperary County Council,772
2022,Female,27,Waterford City & County Council,665
2022,Female,27,Galway City Council,705
2022,Female,27,Galway County Council,733
2022,Female,27,Leitrim County Council,138
2022,Female,27,Mayo  County Council,559
2022,Female,27,Roscommon County Council,293
2022,Female,27,Sligo County Council,294
2022,Female,27,Cavan County Council,370
2022,Female,27,Donegal County Council,747
2022,Female,27,Monaghan County Council,287
2022,Female,28,Carlow County Council,329
2022,Female,28,Dublin City Council,6089
2022,Female,28,Dún Laoghaire Rathdown County Council,1457
2022,Female,28,Fingal County Council,1825
2022,Female,28,South Dublin County Council,1805
2022,Female,28,Kildare County Council,1332
2022,Female,28,Kilkenny County Council,536
2022,Female,28,Laois County Council,430
2022,Female,28,Longford County Council,218
2022,Female,28,Louth County Council,759
2022,Female,28,Meath County Council,1075
2022,Female,28,Offaly County Council,425
2022,Female,28,Westmeath County Council,501
2022,Female,28,Wexford County Council,797
2022,Female,28,Wicklow County Council,736
2022,Female,28,Clare County Council,607
2022,Female,28,Cork City Council,1749
2022,Female,28,Cork County Council,1552
2022,Female,28,Kerry County Council,679
2022,Female,28,Limerick City & County Council,1220
2022,Female,28,Tipperary County Council,767
2022,Female,28,Waterford City & County Council,655
2022,Female,28,Galway City Council,754
2022,Female,28,Galway County Council,770
2022,Female,28,Leitrim County Council,148
2022,Female,28,Mayo  County Council,582
2022,Female,28,Roscommon County Council,283
2022,Female,28,Sligo County Council,305
2022,Female,28,Cavan County Council,363
2022,Female,28,Donegal County Council,761
2022,Female,28,Monaghan County Council,279
2022,Female,29,Carlow County Council,360
2022,Female,29,Dublin City Council,6030
2022,Female,29,Dún Laoghaire Rathdown County Council,1466
2022,Female,29,Fingal County Council,1973
2022,Female,29,South Dublin County Council,1850
2022,Female,29,Kildare County Council,1386
2022,Female,29,Kilkenny County Council,559
2022,Female,29,Laois County Council,453
2022,Female,29,Longford County Council,256
2022,Female,29,Louth County Council,797
2022,Female,29,Meath County Council,1078
2022,Female,29,Offaly County Council,431
2022,Female,29,Westmeath County Council,540
2022,Female,29,Wexford County Council,869
2022,Female,29,Wicklow County Council,803
2022,Female,29,Clare County Council,583
2022,Female,29,Cork City Council,1750
2022,Female,29,Cork County Council,1639
2022,Female,29,Kerry County Council,737
2022,Female,29,Limerick City & County Council,1260
2022,Female,29,Tipperary County Council,797
2022,Female,29,Waterford City & County Council,698
2022,Female,29,Galway City Council,731
2022,Female,29,Galway County Council,865
2022,Female,29,Leitrim County Council,145
2022,Female,29,Mayo  County Council,658
2022,Female,29,Roscommon County Council,315
2022,Female,29,Sligo County Council,380
2022,Female,29,Cavan County Council,401
2022,Female,29,Donegal County Council,782
2022,Female,29,Monaghan County Council,344
2022,Female,30,Carlow County Council,338
2022,Female,30,Dublin City Council,6178
2022,Female,30,Dún Laoghaire Rathdown County Council,1601
2022,Female,30,Fingal County Council,2088
2022,Female,30,South Dublin County Council,2002
2022,Female,30,Kildare County Council,1488
2022,Female,30,Kilkenny County Council,552
2022,Female,30,Laois County Council,517
2022,Female,30,Longford County Council,287
2022,Female,30,Louth County Council,801
